Date,Location,Number of Households,Avg Power Consumption per Household (kWh),Avg Electricity Btill per Household (KRW),Number of Tropical Nights,Number of Heatwave Days,Number of Coldwave Days,Year,Month,Avg Temperature (Celsius),Avg Max Temperature (Celsius),Avg Min Temperature (Celsius),Avg Local Pressure (hPa),Avg Sea Level Pressure (hPa),Avg Vapor Pressure (hPa),Avg Dew Point Temp (Celsius),Avg Relative Humidity (%),Monthly Precipitation (mm),Small Pan Evaporation (mm),Avg Wind Speed (m/s),Max Wind Speed (m/s),Avg Cloud Cover (1/10),Total Sunshine Hours (hr),Sunshine Rate (%),Total Solar Radiation (MJ/m^2),Avg Min Surface Temp (Celsius),Avg Ground Temp (Celsius)
2016-07-01,Gwangju,695546,224,26518,11,9,0,2016,7,26.9,31.1,23.7,1000.0,1008.2,29.5,23.7,84,301.3,154.4,1.9,9.5,6.6,193.7,43.81,570.17,22.0,30.7
2016-08-01,Gwangju,696300,290,43715,16,21,0,2016,8,27.8,33.1,23.8,997.9,1006.0,29.1,23.3,79,81.0,164.0,1.4,7.1,4.1,236.3,56.65,592.06,22.3,31.8
2016-09-01,Gwangju,697672,254,18270,0,1,0,2016,9,23.0,27.6,19.6,1004.5,1012.8,23.0,19.5,83,251.2,105.8,1.5,7.1,6.8,135.1,36.33,408.67,16.7,25.1
2016-10-01,Gwangju,697026,209,21143,0,0,0,2016,10,17.2,21.5,13.6,1010.1,1018.6,15.9,13.1,79,216.7,78.6,1.5,9.2,6.7,105.6,30.16,318.54,10.0,17.8
2016-11-01,Gwangju,698432,221,25569,0,0,0,2016,11,9.6,14.6,5.3,1014.2,1023.1,8.7,3.5,69,31.5,71.6,1.5,5.7,4.6,173.8,56.06,297.0,0.5,8.7
2016-12-01,Gwangju,701672,227,25840,0,0,0,2016,12,4.7,9.4,0.7,1016.1,1025.2,6.2,-1.0,69,44.9,50.0,1.5,8.0,5.1,150.2,49.25,241.72,-4.8,2.9
2017-01-01,Gwangju,702509,241,26248,0,0,0,2017,1,2.0,6.7,-1.9,1016.6,1025.7,4.8,-4.3,66,11.7,53.3,1.6,5.4,4.7,177.7,56.7,291.97,-6.6,1.1
2017-02-01,Gwangju,704158,245,26999,0,0,0,2017,2,2.9,8.4,-1.7,1015.0,1024.0,4.6,-5.0,60,41.9,69.7,1.6,7.8,4.3,192.2,62.83,366.96,-6.5,2.7
2017-03-01,Gwangju,703740,213,20735,0,0,0,2017,3,7.4,13.8,2.4,1011.3,1020.2,5.6,-2.0,57,33.2,113.9,1.5,7.3,4.8,221.0,59.5,519.15,-3.2,8.7
2017-04-01,Gwangju,705177,225,23115,0,0,0,2017,4,15.1,21.9,9.5,1005.3,1013.8,10.0,5.9,60,60.6,164.4,1.9,10.1,4.4,250.7,63.84,614.81,4.7,17.6
2017-05-01,Gwangju,707378,206,19971,0,1,0,2017,5,19.8,26.4,14.1,1004.8,1013.2,13.7,11.1,62,30.2,189.2,1.4,6.4,4.1,274.5,63.15,704.45,10.0,25.1
2017-06-01,Gwangju,709359,207,20118,0,5,0,2017,6,23.1,29.4,18.5,1000.6,1008.9,18.8,15.9,68,42.1,178.8,1.5,5.6,5.5,221.7,51.04,640.81,15.1,29.5
2017-07-01,Gwangju,709785,231,23976,13,13,0,2017,7,27.8,32.0,24.8,1000.2,1008.3,32.9,25.6,89,211.6,131.0,1.8,7.8,7.4,120.5,27.25,494.13,22.9,30.7
2017-08-01,Gwangju,710125,298,37226,9,10,0,2017,8,27.0,31.6,23.4,999.3,1007.5,29.6,23.5,83,280.5,149.9,1.6,9.1,5.8,189.7,45.47,547.82,20.8,29.5
2017-09-01,Gwangju,712141,240,25721,0,0,0,2017,9,22.4,27.6,18.0,1004.4,1012.8,20.3,17.4,76,108.8,123.9,1.5,6.5,5.1,186.7,51.92,463.02,13.7,25.0
2017-10-01,Gwangju,713745,205,19756,0,0,0,2017,10,17.0,22.1,12.8,1011.5,1020.1,14.7,11.8,75,85.4,99.9,1.5,7.5,5.0,183.4,52.33,392.99,8.0,17.5
2017-11-01,Gwangju,715309,216,21631,0,0,0,2017,11,8.8,14.6,4.0,1014.5,1023.4,7.4,1.5,64,2.1,78.2,1.3,7.3,3.8,201.0,64.78,343.91,-2.8,8.6
2017-12-01,Gwangju,718617,228,23667,0,0,0,2017,12,1.9,6.6,-1.9,1017.3,1026.5,4.6,-4.7,64,28.5,51.8,1.5,7.1,5.2,157.3,51.56,275.81,-7.9,1.1
2018-01-01,Gwangju,719546,245,26740,0,0,0,2018,1,-0.2,4.5,-3.8,1015.4,1024.7,4.2,-6.4,67,38.8,48.9,1.5,6.7,4.7,170.4,54.42,292.12,-7.9,-0.3
2018-02-01,Gwangju,720560,248,27404,0,0,0,2018,2,1.8,7.1,-2.8,1014.9,1024.0,3.8,-7.7,54,22.0,66.3,1.6,8.3,4.8,172.7,56.47,352.83,-9.3,1.2
2018-03-01,Gwangju,720663,215,21331,0,0,0,2018,3,10.0,16.5,4.7,1011.4,1020.2,8.9,4.3,72,115.8,101.1,1.8,7.9,4.9,200.0,53.88,445.57,-0.4,10.2
2018-04-01,Gwangju,720790,221,22521,0,0,0,2018,4,15.1,21.5,9.7,1007.4,1016.0,11.3,7.8,67,127.4,146.1,1.7,10.6,4.7,218.2,55.62,579.66,5.0,16.8
2018-05-01,Gwangju,723565,207,20142,0,0,0,2018,5,19.5,25.0,14.8,1003.4,1011.8,16.8,13.9,74,85.4,150.6,1.6,6.7,5.9,189.0,43.49,581.84,10.7,22.2
2018-06-01,Gwangju,723383,212,20945,0,2,0,2018,6,23.6,29.5,19.2,999.8,1008.0,21.0,17.9,74,222.4,170.5,1.5,6.1,6.0,204.9,47.17,630.27,16.1,29.7
2018-07-01,Gwangju,723869,236,24928,16,20,0,2018,7,28.3,33.5,24.5,1000.2,1008.4,29.8,23.9,79,84.5,185.0,1.7,6.0,4.7,234.3,52.96,660.92,22.5,34.3
2018-08-01,Gwangju,723684,345,40008,14,21,0,2018,8,28.4,33.7,24.9,999.0,1007.1,29.4,23.6,78,397.1,173.4,2.0,7.9,6.0,229.0,54.89,590.22,22.7,33.3
2018-09-01,Gwangju,723714,270,23744,0,0,0,2018,9,21.6,26.3,18.0,1004.7,1013.0,20.0,17.0,78,129.7,119.7,1.5,5.8,6.2,159.3,42.79,461.03,15.1,22.7
2018-10-01,Gwangju,725344,207,19665,0,0,0,2018,10,14.5,19.9,10.1,1010.4,1019.0,11.7,8.8,72,125.2,106.4,1.4,11.6,4.0,225.7,64.38,456.15,5.6,15.6
2018-11-01,Gwangju,727635,217,21625,0,0,0,2018,11,9.9,15.5,5.3,1014.8,1023.6,8.5,3.7,70,47.2,73.3,1.0,7.7,3.8,197.1,63.5,335.3,1.4,9.4
2018-12-01,Gwangju,731690,225,22960,0,0,0,2018,12,3.2,7.8,-0.6,1018.2,1027.3,5.2,-4.4,62,32.4,58.6,1.7,6.5,5.2,171.9,56.36,284.78,-3.5,2.8
2019-01-01,Gwangju,734126,242,26085,0,0,0,2019,1,1.8,7.0,-2.1,1017.6,1026.7,4.1,-6.1,59,16.4,63.3,1.4,5.4,4.1,212.7,67.96,340.78,-5.6,1.2
2019-02-01,Gwangju,735803,240,25858,0,0,0,2019,2,3.6,9.0,-0.7,1015.4,1024.4,4.6,-5.0,58,37.0,70.4,1.5,6.5,5.8,165.6,54.19,359.82,-3.8,3.7
2019-03-01,Gwangju,736541,211,20651,0,0,0,2019,3,8.4,14.7,3.4,1009.5,1018.3,6.6,0.3,61,33.9,112.8,1.7,9.1,4.8,212.0,57.17,520.96,0.2,9.7
2019-04-01,Gwangju,739387,221,22584,0,0,0,2019,4,13.0,18.8,8.4,1006.9,1015.5,10.0,5.6,67,84.7,122.7,1.5,8.0,5.8,174.0,44.35,499.58,5.4,15.4
2019-05-01,Gwangju,739451,207,20096,0,0,0,2019,5,19.2,26.2,13.1,1004.2,1012.7,12.4,9.2,58,78.8,209.0,1.6,7.2,4.4,289.3,66.6,750.55,10.0,23.1
2019-06-01,Gwangju,739223,209,20343,0,0,0,2019,6,22.0,27.4,17.9,999.0,1007.3,20.3,17.5,79,158.0,152.3,1.3,5.8,6.0,196.8,45.3,607.69,15.9,26.3
2019-07-01,Gwangju,740462,218,19942,8,0,0,2019,7,25.3,29.4,22.4,998.3,1006.5,26.9,22.1,84,242.2,133.8,1.8,7.6,7.4,140.5,31.75,504.72,21.5,28.2
2019-08-01,Gwangju,743193,294,29756,14,12,0,2019,8,27.0,31.3,23.8,998.9,1007.0,28.3,23.0,80,64.8,149.4,1.5,6.0,6.4,192.2,46.02,549.91,22.4,31.6
2019-09-01,Gwangju,743735,264,29013,0,0,0,2019,9,22.9,27.2,19.6,1005.6,1013.9,23.0,19.3,82,165.8,107.2,1.6,12.5,6.5,145.8,39.13,417.03,17.9,25.3
2019-10-01,Gwangju,744446,213,20929,0,0,0,2019,10,17.1,22.2,13.0,1010.0,1018.6,14.3,11.6,74,149.9,106.6,1.2,7.4,4.7,205.7,58.64,430.67,10.1,18.9
2019-11-01,Gwangju,746363,213,21079,0,0,0,2019,11,10.8,16.9,6.0,1013.9,1022.7,8.8,4.0,66,22.8,80.2,1.2,7.7,4.1,187.5,62.46,337.05,3.3,11.0
2019-12-01,Gwangju,747051,223,22647,0,0,0,2019,12,4.8,9.5,1.0,1016.9,1025.9,5.4,-2.5,62,31.6,53.9,1.3,5.7,5.2,168.0,55.06,242.93,-1.3,4.0
2020-01-01,Gwangju,747606,240,25894,0,0,0,2020,1,4.6,9.0,1.2,1014.4,1023.4,5.9,-1.5,68,74.9,53.1,1.4,10.0,6.3,136.5,43.62,264.36,-1.0,4.1
2020-02-01,Gwangju,748222,242,26306,0,0,0,2020,2,5.3,10.6,0.8,1016.0,1025.1,6.2,-1.3,67,47.8,67.0,1.4,5.5,4.9,177.0,55.87,346.78,-1.2,5.7
2020-03-01,Gwangju,748985,226,23514,0,0,0,2020,3,9.0,15.2,3.8,1009.8,1018.6,6.6,-0.3,58,43.5,134.6,1.7,7.9,4.0,242.0,65.07,568.48,1.2,11.3
2020-04-01,Gwangju,752517,230,24332,0,0,0,2020,4,11.5,18.0,6.2,1009.7,1018.4,6.9,0.4,52,55.3,172.7,1.8,9.1,3.3,278.1,70.76,686.9,2.7,16.5
2020-05-01,Gwangju,752566,216,21872,0,0,0,2020,5,18.8,24.4,14.2,1002.3,1010.7,15.5,13.0,73,96.8,162.1,1.7,7.9,6.1,211.3,48.59,619.38,12.1,23.0
2020-06-01,Gwangju,754051,222,22611,0,2,0,2020,6,23.6,28.8,19.6,998.4,1006.6,22.5,19.1,79,199.9,157.5,1.6,6.9,6.5,191.4,44.05,592.22,18.0,27.8
2020-07-01,Gwangju,755194,229,21952,0,0,0,2020,7,23.4,26.8,20.8,998.5,1006.7,26.1,21.6,91,533.3,96.2,1.5,8.3,8.7,69.5,15.72,394.45,20.7,25.6
2020-08-01,Gwangju,754959,282,28076,16,11,0,2020,8,27.6,31.6,24.8,1001.0,1009.2,32.5,25.4,89,738.1,130.9,2.2,8.4,6.6,169.8,40.71,501.73,24.2,30.2
2020-09-01,Gwangju,754799,309,36069,0,0,0,2020,9,21.3,25.7,17.9,1003.4,1011.8,21.3,18.2,85,178.3,105.7,1.5,7.0,6.3,158.7,42.67,441.01,16.6,23.9
2020-10-01,Gwangju,756417,216,21554,0,0,0,2020,10,15.7,21.2,11.2,1011.9,1020.5,11.4,8.0,64,12.1,122.3,1.2,5.3,4.6,227.6,65.01,477.99,7.2,18.8
2020-11-01,Gwangju,757159,221,22441,0,0,0,2020,11,10.5,15.6,6.4,1016.3,1024.9,8.4,3.0,63,28.3,79.4,1.4,8.8,4.8,176.7,57.0,320.91,2.6,11.4
2020-12-01,Gwangju,758879,232,24371,0,0,0,2020,12,2.7,7.8,-1.1,1017.8,1026.6,4.6,-4.8,62,18.7,59.1,1.4,5.3,4.8,186.5,61.15,299.96,-4.2,3.6
2021-01-01,Gwangju,758548,259,28742,0,0,1,2021,1,1.4,6.4,-2.6,1015.9,1024.7,5.2,-3.8,71,33.0,52.3,1.5,5.6,5.7,164.3,52.43,304.64,-4.1,3.0
2021-02-01,Gwangju,760593,251,27180,0,0,0,2021,2,5.1,10.7,0.4,1013.1,1021.8,5.3,-3.3,59,31.1,75.0,1.5,7.8,4.8,175.3,57.31,356.28,-3.1,5.7
2021-03-01,Gwangju,760166,217,21295,0,0,0,2021,3,10.6,17.0,5.6,1011.1,1019.6,8.1,3.1,65,122.4,119.1,1.5,5.4,5.0,220.5,59.35,524.59,2.0,12.2
2021-04-01,Gwangju,761634,224,22602,0,0,0,2021,4,14.9,20.9,9.7,1009.9,1018.2,8.3,3.2,52,34.2,168.1,1.4,7.9,5.1,230.4,58.67,622.29,6.2,18.6
2021-05-01,Gwangju,763368,212,20515,0,0,0,2021,5,18.4,24.0,13.4,1001.5,1009.7,13.9,11.1,68,139.4,161.1,1.4,7.2,5.8,212.8,48.95,617.85,11.1,22.0
2021-06-01,Gwangju,763947,221,21817,0,0,0,2021,6,23.3,28.3,19.2,999.7,1007.7,21.2,18.1,76,118.1,156.3,1.3,5.7,6.1,200.6,47.77,603.21,17.8,27.5
2021-07-01,Gwangju,760941,250,25704,7,9,0,2021,7,27.0,31.4,23.6,1000.1,1008.0,28.8,23.3,82,227.6,152.7,1.5,8.0,6.6,182.3,41.23,566.24,22.4,31.6
2021-08-01,Gwangju,761518,333,38519,1,5,0,2021,8,25.8,30.3,22.5,1000.2,1008.2,29.0,23.4,88,338.7,119.3,1.3,8.0,7.0,141.7,35.1,466.53,22.3,28.3
2021-09-01,Gwangju,762210,270,28623,0,0,0,2021,9,22.9,27.2,19.5,1005.0,1013.1,23.1,19.7,84,131.1,98.3,1.5,5.6,7.1,124.8,34.65,389.17,18.8,24.9
2021-10-01,Gwangju,763402,225,23680,0,0,0,2021,10,17.2,22.7,12.8,1012.7,1021.0,15.9,12.4,77,35.3,101.0,1.2,6.2,4.4,211.5,60.36,439.7,9.6,18.7
2021-11-01,Gwangju,764926,224,23578,0,0,0,2021,11,10.2,15.8,5.8,1011.9,1020.4,9.6,6.0,78,85.8,64.9,1.0,6.1,4.7,176.5,56.9,310.83,2.0,10.0
2021-12-01,Gwangju,770519,228,24425,0,0,0,2021,12,4.1,9.4,0.0,1016.7,1025.5,6.0,-1.1,71,7.1,54.2,1.2,5.5,4.4,174.2,57.11,288.88,-3.7,4.1
2022-01-01,Gwangju,774491,248,28254,0,0,0,2022,1,1.6,6.7,-2.3,1016.2,1025.1,4.0,-6.3,59,0.3,58.0,1.2,4.9,4.8,184.8,61.03,327.51,-6.4,2.2
2022-02-01,Gwangju,774582,248,28314,0,0,0,2022,2,1.8,7.2,-2.4,1017.5,1026.4,3.8,-6.8,56,2.7,72.8,1.5,6.6,4.7,198.6,64.94,395.79,-6.4,3.8
2022-03-01,Gwangju,775540,220,23161,0,0,0,2022,3,9.6,15.6,4.5,1009.4,1017.9,8.3,2.8,68,105.2,79.0,1.4,7.9,5.4,169.3,45.61,434.2,0.8,11.5
2022-04-01,Gwangju,776955,225,23564,0,0,0,2022,4,15.5,22.6,9.8,1008.8,1017.2,10.7,6.3,60,49.4,167.2,1.4,6.5,4.3,256.9,65.45,647.3,7.2,20.2
2022-05-01,Gwangju,778855,205,20943,0,0,0,2022,5,19.3,26.1,13.8,1005.0,1013.1,12.8,9.9,59,0.4,207.2,1.3,6.9,3.9,297.9,68.55,770.49,10.2,26.5
2022-06-01,Gwangju,779208,214,22148,2,4,0,2022,6,23.8,29.0,20.1,999.7,1007.7,24.2,20.1,83,131.7,149.7,1.9,7.9,6.5,166.0,38.21,570.73,19.5,28.6
2022-07-01,Gwangju,779834,270,29691,10,9,0,2022,7,27.0,31.1,23.8,998.0,1005.9,30.8,24.5,88,169.0,140.2,1.5,8.0,6.6,181.3,40.98,552.07,23.8,29.9
2022-08-01,Gwangju,779873,321,35864,14,4,0,2022,8,26.9,30.6,24.1,999.8,1007.7,31.9,24.9,90,106.4,116.7,1.8,8.3,7.3,129.3,32.02,454.3,24.3,30.4
2022-09-01,Gwangju,780579,277,30120,1,2,0,2022,9,23.1,28.0,19.1,1004.1,1012.2,21.6,18.2,77,89.2,115.9,1.5,7.5,6.2,175.9,47.26,483.16,16.6,27.4
2022-10-01,Gwangju,781375,218,23700,0,0,0,2022,10,16.0,21.6,11.4,1013.4,1021.7,11.9,8.6,65,38.3,116.5,1.1,6.6,4.0,234.3,66.83,459.57,6.8,18.8
2022-11-01,Gwangju,782606,214,24150,0,0,0,2022,11,11.8,18.1,6.8,1012.9,1021.4,8.7,3.9,62,46.7,78.5,1.0,6.0,3.9,200.4,64.56,336.75,1.2,11.7
2022-12-01,Gwangju,782439,225,25618,0,0,0,2022,12,1.1,5.5,-2.6,1016.4,1025.3,4.1,-6.0,63,30.6,51.9,1.2,5.3,5.0,167.5,54.92,275.78,-4.9,2.1
2023-01-01,Gwangju,783091,247,31153,0,0,1,2023,1,1.7,6.7,-2.5,1016.3,1025.2,4.6,-5.4,62,26.8,56.0,1.2,5.5,4.3,186.1,59.46,320.32,-7.4,2.3
2023-02-01,Gwangju,783318,241,32016,0,0,0,2023,2,4.2,10.1,-0.5,1016.9,1025.7,4.5,-5.2,55,14.8,76.5,1.1,5.6,4.4,184.0,60.17,383.37,-6.1,5.3
2023-03-01,Gwangju,786074,207,25782,0,0,0,2023,3,11.2,18.2,5.1,1012.1,1020.7,6.3,-1.6,47,34.8,145.1,1.2,5.9,3.9,237.6,64.08,548.72,-0.2,13.6
2023-04-01,Gwangju,787353,215,27077,0,0,0,2023,4,14.7,20.8,9.4,1007.0,1015.3,10.4,5.6,64,66.5,148.3,1.4,7.4,4.8,196.0,49.96,535.21,4.5,17.7
2023-05-01,Gwangju,789482,205,25451,0,0,0,2023,5,19.4,25.0,14.9,1005.0,1013.2,16.4,13.6,74,190.1,148.2,1.2,5.3,5.9,194.5,44.77,589.17,11.4,23.0
2023-06-01,Gwangju,790308,214,28225,0,2,0,2023,6,23.4,28.8,19.5,999.6,1007.6,22.4,19.0,80,441.2,158.0,1.1,5.6,6.2,210.0,48.34,624.15,17.0,27.7
2024-01-01,Gwangju,797850,242,34194,0,0,0,2024,1,3.0,7.3,-0.5,1016.5,1025.3,5.9,-1.4,75,31.1,49.0,1.2,5.9,5.3,159.3,50.91,294.22,-3.9,4.1
2024-02-01,Gwangju,798544,240,33731,0,0,0,2024,2,6.1,10.6,2.3,1015.1,1023.8,8.0,3.1,83,111.3,49.3,1.3,5.6,6.4,115.3,36.4,277.48,-1.2,7.0
2024-03-01,Gwangju,799295,218,29525,0,0,0,2024,3,8.2,14.1,3.4,1010.3,1018.9,7.8,2.3,71,79.5,95.5,1.5,6.9,4.6,195.0,54.12,472.09,-0.9,10.8
2024-04-01,Gwangju,799445,219,29743,0,0,0,2024,4,16.6,22.5,11.6,1005.3,1013.6,13.8,11.4,76,79.6,113.8,1.2,5.7,5.9,180.8,47.6,501.88,9.0,20.2
2024-05-01,Gwangju,799973,204,26982,0,0,0,2024,5,19.2,25.3,14.0,1005.5,1013.7,15.7,13.3,73,102.0,175.1,1.4,6.7,4.0,271.3,64.5,707.88,10.6,25.4
2024-06-01,Gwangju,801321,213,29000,0,3,0,2024,6,23.8,29.3,19.4,1000.3,1008.3,22.1,18.7,77,149.1,151.6,1.3,5.3,6.1,219.2,50.45,629.59,17.1,30.3
2024-07-01,Gwangju,800985,255,34828,15,5,0,2024,7,26.9,30.5,24.3,999.7,1007.6,30.5,24.3,87,250.4,117.8,1.9,6.8,7.4,130.5,31.58,451.46,24.6,29.4
2024-08-01,Gwangju,802125,355,25572,16,21,0,2024,8,28.5,33.5,24.9,999.3,1007.2,29.1,23.6,76,132.1,157.6,1.3,5.9,4.3,247.0,59.22,626.66,25.3,31.8
2024-09-01,Gwangju,802173,353,27014,6,8,0,2024,9,26.3,31.0,22.5,1004.5,1012.5,25.4,21.1,75,181.4,131.2,1.1,4.9,5.0,187.1,50.32,479.05,21.5,29.7
2024-10-01,Gwangju,802460,259,38387,0,0,0,2024,10,17.7,22.6,13.7,1011.2,1019.5,15.1,12.8,75,98.2,94.6,1.2,5.4,5.8,156.1,44.59,387.53,10.3,18.9
2024-11-01,Gwangju,804343,212,28318,0,0,0,2024,11,11.5,16.5,7.5,1013.6,1022.1,9.6,5.3,68,66.5,74.6,1.3,7.6,4.8,167.7,54.1,312.84,3.7,11.5
2024-12-01,Gwangju,803895,222,30067,0,0,0,2024,12,3.8,7.9,0.4,1015.4,1024.2,5.3,-2.2,67,9.8,51.0,1.2,5.6,5.1,158.4,53.66,273.77,-4.1,3.6
2023-07-01,Gwangju,791540,249,33280,5,6,0,2023,7,26.3,30.3,23.4,1000.2,1008.1,31.8,25.0,94,684.6,111.3,1.3,7.6,7.7,119.2,26.94,452.14,23.4,28.5
2023-08-01,Gwangju,794785,327,46807,9,12,0,2023,8,27.3,32.0,24.0,997.5,1005.4,32.4,25.3,90,341.2,140.4,1.0,6.2,5.5,212.9,50.98,574.76,23.4,31.0
2023-09-01,Gwangju,795186,298,43101,0,0,0,2023,9,23.8,28.3,20.4,1004.5,1012.6,25.7,21.4,88,152.5,110.7,1.0,5.7,6.1,159.9,42.93,463.48,19.0,26.5
2023-10-01,Gwangju,795538,220,29852,0,0,0,2023,10,16.6,22.0,12.2,1010.9,1019.2,14.1,11.8,76,11.5,111.6,0.9,5.1,4.0,231.7,66.05,483.8,8.5,19.8
2023-11-01,Gwangju,796687,211,28080,0,0,0,2023,11,9.9,14.9,5.4,1013.7,1022.2,10.0,5.1,75,71.9,64.4,1.3,5.6,4.8,154.0,53.03,293.97,2.3,10.8
2023-12-01,Gwangju,796826,224,30326,0,0,0,2023,12,4.8,9.0,1.2,1016.1,1024.9,7.7,1.8,83,80.2,39.7,1.2,5.1,6.0,125.6,41.17,231.34,-1.3,5.9
2015-01-01,Incheon,1218353,257,35128,0,0,0,2015,1,-0.8,2.8,-3.9,1015.8,1024.9,4.4,-5.4,72,10.3,43.6,3.5,10.4,3.9,205.2,66.75,228.66,-7.8,-0.1
2015-02-01,Incheon,1219105,252,33763,0,0,0,2015,2,1.2,4.9,-1.9,1013.4,1022.5,5.3,-3.0,75,22.8,47.6,3.5,11.8,4.3,195.5,64.63,259.36,-5.5,2.0
2015-03-01,Incheon,1222001,222,26327,0,0,0,2015,3,5.4,10.0,1.5,1012.8,1021.7,6.5,-0.4,69,10.0,104.1,3.4,12.5,2.9,270.9,73.1,427.25,-3.6,6.9
2015-04-01,Incheon,1224395,231,28427,0,0,0,2015,4,12.5,16.7,8.9,1007.4,1016.0,10.4,6.9,72,53.7,115.2,3.5,11.2,5.0,210.5,53.32,426.77,5.0,14.0
2015-05-01,Incheon,1224070,215,24763,0,0,0,2015,5,17.0,21.5,13.3,1001.5,1009.8,14.9,12.4,78,30.1,167.7,2.9,9.4,4.2,290.8,66.14,580.22,8.7,21.0
2015-06-01,Incheon,1229105,219,25726,0,0,0,2015,6,21.8,26.0,18.4,998.9,1007.0,21.8,18.6,84,63.6,164.0,2.6,8.8,5.7,268.7,60.87,548.37,14.7,26.1
2015-07-01,Incheon,1230932,225,25900,3,0,0,2015,7,24.5,27.9,22.0,998.6,1006.7,28.1,22.7,91,175.8,147.1,3.0,9.0,6.9,192.0,42.79,440.94,20.0,27.0
2015-08-01,Incheon,1233738,274,38074,8,1,0,2015,8,25.8,29.3,23.2,1000.4,1008.5,30.8,24.4,93,45.5,145.7,2.8,8.7,5.7,229.0,54.36,465.89,20.4,26.8
2015-09-01,Incheon,1236471,239,28943,0,0,0,2015,9,22.5,26.7,18.7,1005.9,1014.1,20.1,17.1,75,13.5,179.2,2.7,8.0,3.8,268.2,71.81,443.85,13.8,25.4
2015-10-01,Incheon,1240627,212,23886,0,0,0,2015,10,16.0,19.8,12.5,1010.1,1018.6,14.3,11.3,76,87.0,110.1,3.1,13.4,3.0,240.8,69.04,340.46,7.8,16.8
2015-11-01,Incheon,1245796,225,27216,0,0,0,2015,11,9.4,12.3,6.9,1014.7,1023.5,10.5,7.0,86,107.7,51.1,3.3,9.7,7.0,114.4,37.41,163.79,4.3,9.7
2015-12-01,Incheon,1247565,234,29260,0,0,0,2015,12,2.4,5.7,-0.7,1016.7,1025.7,5.4,-2.5,72,32.0,45.5,3.3,12.5,4.5,185.4,62.01,188.75,-4.5,2.3
2016-01-01,Incheon,1248697,251,33508,0,0,3,2016,1,-2.2,1.1,-5.1,1016.6,1025.7,3.8,-7.9,67,2.8,52.1,3.5,13.0,4.3,199.6,64.97,237.61,-8.9,-0.4
2016-02-01,Incheon,1249677,254,34328,0,0,0,2016,2,0.9,4.6,-2.5,1015.4,1024.5,4.6,-5.3,66,43.1,65.5,3.7,10.1,3.7,204.6,65.22,279.51,-6.7,1.6
2016-03-01,Incheon,1250597,228,27633,0,0,0,2016,3,6.4,10.5,3.0,1013.0,1021.8,7.0,0.9,71,44.1,95.6,3.3,9.1,3.8,252.6,68.01,425.19,-1.5,8.7
2016-04-01,Incheon,1253229,228,27693,0,0,0,2016,4,12.7,17.7,9.0,1005.1,1013.7,10.6,7.5,75,80.8,124.8,3.1,14.2,5.2,210.4,53.19,433.45,4.7,15.7
2016-05-01,Incheon,1256822,213,24399,0,0,0,2016,5,18.3,23.0,14.4,1003.3,1011.6,15.5,13.1,76,148.5,175.3,3.2,13.4,4.9,281.6,63.94,555.43,10.5,20.7
2016-06-01,Incheon,1257446,217,25252,0,0,0,2016,6,22.1,25.8,19.0,999.6,1007.8,23.2,19.7,88,19.5,153.7,2.6,7.0,5.7,246.0,55.73,527.53,16.3,27.1
2016-07-01,Incheon,1261488,231,28968,9,0,0,2016,7,25.2,28.2,22.9,999.6,1007.7,30.1,24.0,94,300.5,105.9,2.7,8.4,7.2,184.2,41.11,439.36,21.2,27.2
2016-08-01,Incheon,1263229,309,50849,24,8,0,2016,8,27.4,30.9,24.6,997.9,1005.9,31.7,24.5,86,26.5,141.4,2.7,9.5,4.9,263.1,62.55,501.24,21.9,30.9
2016-09-01,Incheon,1266310,260,20169,0,0,0,2016,9,22.9,26.7,19.8,1005.1,1013.3,23.8,20.0,85,34.5,103.7,2.4,9.3,6.0,214.5,57.58,381.0,16.3,24.7
2016-10-01,Incheon,1268361,211,22380,0,0,0,2016,10,16.2,20.1,12.6,1010.9,1019.4,14.5,11.3,75,78.7,92.6,3.1,9.7,5.7,191.8,55.11,297.78,8.9,16.2
2016-11-01,Incheon,1272154,223,26715,0,0,0,2016,11,7.4,11.0,4.0,1014.5,1023.3,6.9,-0.2,61,18.2,74.6,3.4,8.9,4.9,174.8,57.26,220.37,0.4,6.3
2016-12-01,Incheon,1272723,232,27087,0,0,0,2016,12,2.2,5.6,-1.2,1016.1,1025.1,4.8,-4.5,63,67.1,53.8,3.4,10.2,4.8,171.5,57.42,192.96,-4.5,1.4
2017-01-01,Incheon,1277795,247,27937,0,0,0,2017,1,-0.9,2.8,-4.1,1016.7,1025.9,3.7,-8.2,60,20.6,54.1,3.4,10.0,3.5,215.6,70.07,243.88,-8.3,-0.2
2017-02-01,Incheon,1279697,251,28495,0,0,0,2017,2,0.2,3.9,-3.1,1014.8,1023.8,3.8,-7.2,59,16.2,62.4,3.8,10.1,2.9,216.4,71.44,294.96,-6.8,0.3
2017-03-01,Incheon,1284668,217,21910,0,0,0,2017,3,5.8,10.3,2.5,1011.1,1020.0,5.6,-1.8,61,9.7,100.1,3.1,10.4,3.9,260.1,70.05,435.76,-3.2,6.4
2017-04-01,Incheon,1287784,226,23882,0,0,0,2017,4,12.4,16.8,9.1,1004.7,1012.9,9.0,4.8,64,57.0,136.4,3.3,9.7,4.3,258.4,65.37,483.55,5.7,13.7
